record_type,task_id,dataset_id,route_id,scout_id,review_model_id,analysis_split,benchmark_split,policy,requested_human_review_fraction,n_cases,human_review_n,human_review_fraction,automatic_n,automatic_coverage,corrected_retained,introduced_auto,dangerous_introduced_auto,both_wrong_auto_closed,net_retained,automatic_correct_n,automatic_error_n,automatic_accuracy,review_captured_corrected,review_captured_introduced,review_captured_dangerous_introduced,review_captured_both_wrong,human_review_resolution_assumed_correct,current_case_ground_truth_used_for_action,retrospective_outcome_used_for_fit_selection_or_threshold,locked_comparator_policy,comparator_corrected_retained,delta_corrected_retained,comparator_introduced_auto,delta_introduced_auto,comparator_dangerous_introduced_auto,delta_dangerous_introduced_auto,comparator_both_wrong_auto_closed,delta_both_wrong_auto_closed,comparator_net_retained,delta_net_retained,comparator_automatic_error_n,delta_automatic_error_n,net_difference_ci_lower,net_difference_ci_upper,bootstrap_replicates,bootstrap_group_count,outcome,outcome_events,outcome_prevalence,outcome_auroc,outcome_auprc,study_decision,protocol_sha256,source_commit_sha,generated_at_utc
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,higher_confidence,0.2,1036,207,0.1998069498,829,0.8001930502,58,26,13,42,32,760,69,0.9167671894,48,45,20,31,False,False,False,higher_confidence,58,0,26,0,13,0,42,0,32,0,69,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,keep_scout,0.2,1036,207,0.1998069498,829,0.8001930502,0,0,0,39,0,747,82,0.9010856454,64,31,18,34,False,False,False,higher_confidence,58,-58,26,-26,13,-13,42,-3,32,-32,69,13,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,learned_safe_adoption,0.2,1036,207,0.1998069498,829,0.8001930502,37,14,8,42,23,764,65,0.9215922799,61,47,18,31,False,False,False,higher_confidence,58,-21,26,-12,13,-5,42,0,32,-9,69,-4,-29,10,1000,1036,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,soft_vote,0.2,1036,207,0.1998069498,829,0.8001930502,36,11,6,37,25,781,48,0.9420989144,71,63,30,36,False,False,False,higher_confidence,58,-22,26,-15,13,-7,42,-5,32,-7,69,-21,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,always_adopt_review,0.3,1036,311,0.3001930502,725,0.6998069498,46,18,11,31,28,676,49,0.9324137931,61,61,25,42,False,False,False,higher_confidence,41,5,15,3,9,2,30,1,26,2,45,4,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,higher_confidence,0.3,1036,311,0.3001930502,725,0.6998069498,41,15,9,30,26,680,45,0.9379310345,66,60,26,43,False,False,False,higher_confidence,41,0,15,0,9,0,30,0,26,0,45,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,keep_scout,0.3,1036,311,0.3001930502,725,0.6998069498,0,0,0,23,0,676,49,0.9324137931,81,45,25,50,False,False,False,higher_confidence,41,-41,15,-15,9,-9,30,-7,26,-26,45,4,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,learned_safe_adoption,0.3,1036,311,0.3001930502,725,0.6998069498,27,4,3,28,23,690,35,0.9517241379,77,64,26,45,False,False,False,higher_confidence,41,-14,15,-11,9,-6,30,-2,26,-3,45,-10,-19,13.025,1000,1036,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::flair__to__swin_tiny,flair,swin_tiny,retrospective_evaluation,retrospective_frozen,soft_vote,0.3,1036,311,0.3001930502,725,0.6998069498,3,2,1,27,1,696,29,0.96,104,77,35,46,False,False,False,higher_confidence,41,-38,15,-13,9,-8,30,-3,26,-25,45,-16,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,always_adopt_review,0.05,485,24,0.04948453608,461,0.9505154639,51,21,10,33,30,407,54,0.8828633406,4,7,2,6,False,False,False,higher_confidence,43,8,13,8,6,4,33,0,30,0,54,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,higher_confidence,0.05,485,24,0.04948453608,461,0.9505154639,43,13,6,33,30,407,54,0.8828633406,4,7,3,6,False,False,False,higher_confidence,43,0,13,0,6,0,33,0,30,0,54,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,keep_scout,0.05,485,24,0.04948453608,461,0.9505154639,0,0,0,30,0,385,76,0.8351409978,9,1,0,9,False,False,False,higher_confidence,43,-43,13,-13,6,-6,33,-3,30,-30,54,22,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,learned_safe_adoption,0.05,485,24,0.04948453608,461,0.9505154639,43,13,8,34,30,405,56,0.8785249458,3,2,1,5,False,False,False,higher_confidence,43,0,13,0,6,2,33,1,30,0,54,2,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,soft_vote,0.05,485,24,0.04948453608,461,0.9505154639,37,11,4,33,26,407,54,0.8828633406,8,8,5,6,False,False,False,higher_confidence,43,-6,13,-2,6,-2,33,0,30,-4,54,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,always_adopt_review,0.1,485,48,0.09896907216,437,0.9010309278,47,15,8,29,32,393,44,0.8993135011,8,13,4,10,False,False,False,higher_confidence,38,9,10,5,5,3,27,2,28,4,45,-1,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,higher_confidence,0.1,485,48,0.09896907216,437,0.9010309278,38,10,5,27,28,392,45,0.8970251716,9,11,4,12,False,False,False,higher_confidence,38,0,10,0,5,0,27,0,28,0,45,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,keep_scout,0.1,485,48,0.09896907216,437,0.9010309278,0,0,0,25,0,374,63,0.8558352403,17,8,5,14,False,False,False,higher_confidence,38,-38,10,-10,5,-5,27,-2,28,-28,45,18,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,learned_safe_adoption,0.1,485,48,0.09896907216,437,0.9010309278,37,13,7,28,24,388,49,0.8878718535,10,6,3,11,False,False,False,higher_confidence,38,-1,10,3,5,2,27,1,28,-4,45,4,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,soft_vote,0.1,485,48,0.09896907216,437,0.9010309278,26,8,3,32,18,392,45,0.8970251716,24,13,7,7,False,False,False,higher_confidence,38,-12,10,-2,5,-2,27,5,28,-10,45,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,always_adopt_review,0.2,485,97,0.2,388,0.8,31,5,2,21,26,362,26,0.9329896907,24,23,10,18,False,False,False,higher_confidence,25,6,3,2,1,1,19,2,22,4,27,-1,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,higher_confidence,0.2,485,97,0.2,388,0.8,25,3,1,19,22,361,27,0.9304123711,25,20,9,20,False,False,False,higher_confidence,25,0,3,0,1,0,19,0,22,0,27,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,keep_scout,0.2,485,97,0.2,388,0.8,0,0,0,19,0,349,39,0.8994845361,35,14,8,20,False,False,False,higher_confidence,25,-25,3,-3,1,-1,19,0,22,-22,27,12,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,learned_safe_adoption,0.2,485,97,0.2,388,0.8,25,10,5,24,15,349,39,0.8994845361,25,11,5,15,False,False,False,higher_confidence,25,0,3,7,1,4,19,5,22,-7,27,12,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,soft_vote,0.2,485,97,0.2,388,0.8,13,3,1,22,10,362,26,0.9329896907,41,23,11,17,False,False,False,higher_confidence,25,-12,3,0,1,0,19,3,22,-12,27,-1,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,always_adopt_review,0.3,485,146,0.3010309278,339,0.6989690722,14,1,1,12,13,326,13,0.9616519174,41,27,11,27,False,False,False,higher_confidence,10,4,1,0,1,0,13,-1,9,4,18,-5,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,higher_confidence,0.3,485,146,0.3010309278,339,0.6989690722,10,1,1,13,9,321,18,0.9469026549,41,26,11,26,False,False,False,higher_confidence,10,0,1,0,1,0,13,0,9,0,18,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,keep_scout,0.3,485,146,0.3010309278,339,0.6989690722,0,0,0,14,0,311,28,0.9174041298,41,21,9,25,False,False,False,higher_confidence,10,-10,1,-1,1,-1,13,1,9,-9,18,10,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,learned_safe_adoption,0.3,485,146,0.3010309278,339,0.6989690722,16,3,3,17,13,317,22,0.9351032448,37,20,8,22,False,False,False,higher_confidence,10,6,1,2,1,2,13,4,9,4,18,4,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,development_oof,development,soft_vote,0.3,485,146,0.3010309278,339,0.6989690722,1,0,0,10,1,329,10,0.9705014749,54,28,12,29,False,False,False,higher_confidence,10,-9,1,-1,1,-1,13,-3,9,-8,18,-8,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,always_adopt_review,0.05,1036,52,0.05019305019,984,0.9498069498,97,34,13,91,63,859,125,0.8729674797,12,8,4,20,False,False,False,higher_confidence,79,18,25,9,11,2,88,3,54,9,128,-3,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,higher_confidence,0.05,1036,52,0.05019305019,984,0.9498069498,79,25,11,88,54,856,128,0.8699186992,15,2,2,23,False,False,False,higher_confidence,79,0,25,0,11,0,88,0,54,0,128,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,keep_scout,0.05,1036,52,0.05019305019,984,0.9498069498,0,0,0,97,0,797,187,0.8099593496,19,3,2,14,False,False,False,higher_confidence,79,-79,25,-25,11,-11,88,9,54,-54,128,59,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,learned_safe_adoption,0.05,1036,52,0.05019305019,984,0.9498069498,71,24,14,97,47,835,149,0.8485772358,10,2,0,14,False,False,False,higher_confidence,79,-8,25,-1,11,3,88,9,54,-7,128,21,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,soft_vote,0.05,1036,52,0.05019305019,984,0.9498069498,66,21,9,94,45,854,130,0.8678861789,28,5,2,17,False,False,False,higher_confidence,79,-13,25,-4,11,-2,88,6,54,-9,128,2,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,always_adopt_review,0.1,1036,104,0.1003861004,932,0.8996138996,85,27,12,73,58,832,100,0.8927038627,24,15,5,38,False,False,False,higher_confidence,69,16,18,9,8,4,71,2,51,7,102,-2,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,higher_confidence,0.1,1036,104,0.1003861004,932,0.8996138996,69,18,8,71,51,830,102,0.8905579399,27,13,7,40,False,False,False,higher_confidence,69,0,18,0,8,0,71,0,51,0,102,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,keep_scout,0.1,1036,104,0.1003861004,932,0.8996138996,0,0,0,86,0,771,161,0.8272532189,34,8,5,25,False,False,False,higher_confidence,69,-69,18,-18,8,-8,71,15,51,-51,102,59,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,learned_safe_adoption,0.1,1036,104,0.1003861004,932,0.8996138996,61,20,13,84,41,803,129,0.8615879828,23,11,1,27,False,False,False,higher_confidence,69,-8,18,2,8,5,71,13,51,-10,102,27,-22.025,2,1000,1036,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,soft_vote,0.1,1036,104,0.1003861004,932,0.8996138996,56,10,4,80,46,836,96,0.8969957082,47,19,10,31,False,False,False,higher_confidence,69,-13,18,-8,8,-4,71,9,51,-5,102,-6,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,always_adopt_review,0.2,1036,207,0.1998069498,829,0.8001930502,59,14,8,47,45,768,61,0.9264173703,50,28,9,64,False,False,False,higher_confidence,52,7,12,2,6,2,51,-4,40,5,68,-7,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,higher_confidence,0.2,1036,207,0.1998069498,829,0.8001930502,52,12,6,51,40,761,68,0.917973462,52,24,11,60,False,False,False,higher_confidence,52,0,12,0,6,0,51,0,40,0,68,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,keep_scout,0.2,1036,207,0.1998069498,829,0.8001930502,0,0,0,64,0,725,104,0.8745476478,69,11,5,47,False,False,False,higher_confidence,52,-52,12,-12,6,-6,51,13,40,-40,68,36,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,learned_safe_adoption,0.2,1036,207,0.1998069498,829,0.8001930502,46,15,10,61,31,738,91,0.8902291918,48,20,4,50,False,False,False,higher_confidence,52,-6,12,3,6,4,51,10,40,-9,68,23,-22,4,1000,1036,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,soft_vote,0.2,1036,207,0.1998069498,829,0.8001930502,21,3,2,64,18,761,68,0.917973462,87,37,15,47,False,False,False,higher_confidence,52,-31,12,-9,6,-4,51,13,40,-22,68,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,always_adopt_review,0.3,1036,311,0.3001930502,725,0.6998069498,40,7,4,29,33,689,36,0.9503448276,69,35,13,82,False,False,False,higher_confidence,34,6,5,2,3,1,29,0,29,4,34,2,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,higher_confidence,0.3,1036,311,0.3001930502,725,0.6998069498,34,5,3,29,29,691,34,0.9531034483,75,34,14,82,False,False,False,higher_confidence,34,0,5,0,3,0,29,0,29,0,34,0,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
policy_performance,aptos_dr_5class,APTOS2019,aptos_dr_5class::retfound_green__to__retfound_cfp,retfound_green,retfound_cfp,retrospective_evaluation,retrospective_frozen,keep_scout,0.3,1036,311,0.3001930502,725,0.6998069498,0,0,0,40,0,658,67,0.9075862069,82,20,10,71,False,False,False,higher_confidence,34,-34,5,-5,3,-3,29,11,29,-29,34,33,,,,,,,,,,NO_SIGNAL,2f59bd1be60f0821bed0703a14d2a96760f8e9cf18d1165351a1c30c47c89abb,7044f5978a557f5b391b95c88ad08a89cc492b63,2026-07-30T12:57:04+08:00
