record_type,task_id,dataset_id,evaluation_design,route_id,scout_id,expert_id,benchmark_split,analysis_split,cohort,model_component,evaluation_cohort,n_cases,events,prevalence,auroc,auprc,feature_columns,dataset_id_used_as_predictor,current_case_expert_output_used_for_ranking,test_used_for_fit_threshold_budget_or_route_selection,retrospective_only,comparison_axis,policy,requested_budget,budget_source,risk_cap,risk_cap_met,selected_n,realized_budget,corrected_total,introduced_total,corrected_selected,introduced_selected,dangerous_introduced_selected,net_selected,corrected_capture_rate,help_rate_among_consulted,harm_rate_among_consulted,introduced_burden_per_case,scout_accuracy,final_accuracy,cost_protocol_id,cost_comparable,estimated_component_cost_ms_per_case,formal_v1_1_route,policy_may_grant_eligibility,safety_eligibility_gate_required,locked_comparator_policy,comparator_corrected_selected,delta_corrected_selected,comparator_introduced_selected,delta_introduced_selected,comparator_net_selected,delta_net_selected,comparator_selected_n,delta_selected_n,corrected_difference_ci_lower,corrected_difference_ci_upper,introduced_difference_ci_lower,introduced_difference_ci_upper,net_difference_ci_lower,net_difference_ci_upper,bootstrap_replicates,bootstrap_group_count
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,reference_endpoint,always_expert,1,fixed_grid,,,485,1,36,36,36,36,7,0,1,0.07422680412,0.07422680412,0.07422680412,0.8453608247,0.8453608247,h100_gpu_forward_only_batch16_component_v0_1,True,2.088665009,False,False,True,,,,,,,,,,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,dual_logistic_harm_screened_help,0.05,fixed_grid,,,24,0.04948453608,36,36,0,1,0,-1,0,0,0.04166666667,0.00206185567,0.8453608247,0.8432989691,h100_gpu_forward_only_batch16_component_v0_1,True,1.264239234,False,False,True,entropy,7,-7,3,-2,4,-5,24,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,entropy,0.05,fixed_grid,,,24,0.04948453608,36,36,7,3,0,4,0.1944444444,0.2916666667,0.125,0.00618556701,0.8453608247,0.8536082474,h100_gpu_forward_only_batch16_component_v0_1,True,1.264239234,False,False,True,entropy,7,0,3,0,4,0,24,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,harm_only_logistic,0.05,fixed_grid,,,24,0.04948453608,36,36,0,0,0,0,0,0,0,0,0.8453608247,0.8453608247,h100_gpu_forward_only_batch16_component_v0_1,True,1.264239234,False,False,True,entropy,7,-7,3,-3,4,-4,24,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,help_only_logistic,0.05,fixed_grid,,,24,0.04948453608,36,36,5,6,1,-1,0.1388888889,0.2083333333,0.25,0.01237113402,0.8453608247,0.8432989691,h100_gpu_forward_only_batch16_component_v0_1,True,1.264239234,False,False,True,entropy,7,-2,3,3,4,-5,24,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,margin,0.05,fixed_grid,,,24,0.04948453608,36,36,6,4,0,2,0.1666666667,0.25,0.1666666667,0.00824742268,0.8453608247,0.8494845361,h100_gpu_forward_only_batch16_component_v0_1,True,1.264239234,False,False,True,entropy,7,-1,3,1,4,-2,24,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,True,False,False,same_budget,oracle,0.05,fixed_grid,,,24,0.04948453608,36,36,24,0,0,24,0.6666666667,1,0,0,0.8453608247,0.8948453608,h100_gpu_forward_only_batch16_component_v0_1,True,1.264239234,False,False,True,entropy,7,17,3,-3,4,20,24,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,dual_logistic_harm_screened_help,0.1,fixed_grid,,,48,0.09896907216,36,36,0,1,0,-1,0,0,0.02083333333,0.00206185567,0.8453608247,0.8432989691,h100_gpu_forward_only_batch16_component_v0_1,True,1.307159448,False,False,True,entropy,16,-16,7,-6,9,-10,48,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,entropy,0.1,fixed_grid,,,48,0.09896907216,36,36,16,7,1,9,0.4444444444,0.3333333333,0.1458333333,0.01443298969,0.8453608247,0.8639175258,h100_gpu_forward_only_batch16_component_v0_1,True,1.307159448,False,False,True,entropy,16,0,7,0,9,0,48,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,harm_only_logistic,0.1,fixed_grid,,,48,0.09896907216,36,36,0,1,0,-1,0,0,0.02083333333,0.00206185567,0.8453608247,0.8432989691,h100_gpu_forward_only_batch16_component_v0_1,True,1.307159448,False,False,True,entropy,16,-16,7,-6,9,-10,48,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,help_only_logistic,0.1,fixed_grid,,,48,0.09896907216,36,36,10,9,1,1,0.2777777778,0.2083333333,0.1875,0.01855670103,0.8453608247,0.8474226804,h100_gpu_forward_only_batch16_component_v0_1,True,1.307159448,False,False,True,entropy,16,-6,7,2,9,-8,48,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,margin,0.1,fixed_grid,,,48,0.09896907216,36,36,14,8,0,6,0.3888888889,0.2916666667,0.1666666667,0.01649484536,0.8453608247,0.8577319588,h100_gpu_forward_only_batch16_component_v0_1,True,1.307159448,False,False,True,entropy,16,-2,7,1,9,-3,48,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,True,False,False,same_budget,oracle,0.1,fixed_grid,,,48,0.09896907216,36,36,36,0,0,36,1,0.75,0,0,0.8453608247,0.9195876289,h100_gpu_forward_only_batch16_component_v0_1,True,1.307159448,False,False,True,entropy,16,20,7,-7,9,27,48,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,dual_logistic_harm_screened_help,0.2,fixed_grid,,,97,0.2,36,36,0,1,0,-1,0,0,0.01030927835,0.00206185567,0.8453608247,0.8432989691,h100_gpu_forward_only_batch16_component_v0_1,True,1.394788218,False,False,True,margin,26,-26,18,-17,8,-9,97,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,entropy,0.2,fixed_grid,,,97,0.2,36,36,21,19,2,2,0.5833333333,0.2164948454,0.1958762887,0.03917525773,0.8453608247,0.8494845361,h100_gpu_forward_only_batch16_component_v0_1,True,1.394788218,False,False,True,margin,26,-5,18,1,8,-6,97,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,harm_only_logistic,0.2,fixed_grid,,,97,0.2,36,36,0,1,0,-1,0,0,0.01030927835,0.00206185567,0.8453608247,0.8432989691,h100_gpu_forward_only_batch16_component_v0_1,True,1.394788218,False,False,True,margin,26,-26,18,-17,8,-9,97,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,help_only_logistic,0.2,fixed_grid,,,97,0.2,36,36,21,20,1,1,0.5833333333,0.2164948454,0.206185567,0.0412371134,0.8453608247,0.8474226804,h100_gpu_forward_only_batch16_component_v0_1,True,1.394788218,False,False,True,margin,26,-5,18,2,8,-7,97,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,margin,0.2,fixed_grid,,,97,0.2,36,36,26,18,1,8,0.7222222222,0.2680412371,0.1855670103,0.03711340206,0.8453608247,0.8618556701,h100_gpu_forward_only_batch16_component_v0_1,True,1.394788218,False,False,True,margin,26,0,18,0,8,0,97,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,True,False,False,same_budget,oracle,0.2,fixed_grid,,,97,0.2,36,36,36,0,0,36,1,0.3711340206,0,0,0.8453608247,0.9195876289,h100_gpu_forward_only_batch16_component_v0_1,True,1.394788218,False,False,True,margin,26,10,18,-18,8,28,97,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,dual_logistic_harm_screened_help,0.3,fixed_grid,,,146,0.3010309278,36,36,0,4,2,-4,0,0,0.02739726027,0.00824742268,0.8453608247,0.8371134021,h100_gpu_forward_only_batch16_component_v0_1,True,1.482416988,False,False,True,entropy,32,-32,26,-22,6,-10,146,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,entropy,0.3,fixed_grid,,,146,0.3010309278,36,36,32,26,3,6,0.8888888889,0.2191780822,0.1780821918,0.05360824742,0.8453608247,0.8577319588,h100_gpu_forward_only_batch16_component_v0_1,True,1.482416988,False,False,True,entropy,32,0,26,0,6,0,146,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,harm_only_logistic,0.3,fixed_grid,,,146,0.3010309278,36,36,0,1,0,-1,0,0,0.006849315068,0.00206185567,0.8453608247,0.8432989691,h100_gpu_forward_only_batch16_component_v0_1,True,1.482416988,False,False,True,entropy,32,-32,26,-25,6,-7,146,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,help_only_logistic,0.3,fixed_grid,,,146,0.3010309278,36,36,31,28,4,3,0.8611111111,0.2123287671,0.1917808219,0.05773195876,0.8453608247,0.8515463918,h100_gpu_forward_only_batch16_component_v0_1,True,1.482416988,False,False,True,entropy,32,-1,26,2,6,-3,146,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,False,False,False,same_budget,margin,0.3,fixed_grid,,,146,0.3010309278,36,36,30,28,2,2,0.8333333333,0.2054794521,0.1917808219,0.05773195876,0.8453608247,0.8494845361,h100_gpu_forward_only_batch16_component_v0_1,True,1.482416988,False,False,True,entropy,32,-2,26,2,6,-4,146,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,development,development_oof,aptos_exact_duplicate_excluded_image_sensitivity,,,485,,,,,,False,True,False,False,same_budget,oracle,0.3,fixed_grid,,,146,0.3010309278,36,36,36,0,0,36,1,0.2465753425,0,0,0.8453608247,0.9195876289,h100_gpu_forward_only_batch16_component_v0_1,True,1.482416988,False,False,True,entropy,32,4,26,-26,6,30,146,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,margin,0,development_oof_locked_for_risk_cap,0.05,True,0,0,73,68,0,0,0,0,0,,,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.22131902,False,False,True,entropy,2,-2,3,-3,-1,1,10,-10,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,dual_logistic_harm_screened_help,0.01,development_oof_locked_for_risk_cap,0.05,True,10,0.009652509653,73,68,0,0,0,0,0,0,0,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,2,-2,3,-3,-1,1,10,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,entropy,0.01,development_oof_locked_for_risk_cap,0.05,False,10,0.009652509653,73,68,2,3,2,-1,0.02739726027,0.2,0.3,0.002895752896,0.8185328185,0.8175675676,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,2,0,3,0,-1,0,10,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,harm_only_logistic,0.01,development_oof_locked_for_risk_cap,0.05,True,10,0.009652509653,73,68,0,0,0,0,0,0,0,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,2,-2,3,-3,-1,1,10,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,help_only_logistic,0.01,development_oof_locked_for_risk_cap,0.05,False,10,0.009652509653,73,68,2,3,2,-1,0.02739726027,0.2,0.3,0.002895752896,0.8185328185,0.8175675676,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,2,0,3,0,-1,0,10,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,margin,0,development_oof_locked_for_risk_cap,0.1,True,0,0,73,68,0,0,0,0,0,,,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.22131902,False,False,True,entropy,13,-13,6,-6,7,-7,41,-41,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,dual_logistic_harm_screened_help,0.01,development_oof_locked_for_risk_cap,0.1,True,10,0.009652509653,73,68,0,0,0,0,0,0,0,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,13,-13,6,-6,7,-7,41,-31,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,harm_only_logistic,0.01,development_oof_locked_for_risk_cap,0.1,True,10,0.009652509653,73,68,0,0,0,0,0,0,0,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,13,-13,6,-6,7,-7,41,-31,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,help_only_logistic,0.01,development_oof_locked_for_risk_cap,0.1,False,10,0.009652509653,73,68,2,3,2,-1,0.02739726027,0.2,0.3,0.002895752896,0.8185328185,0.8175675676,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,13,-11,6,-3,7,-8,41,-31,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,entropy,0.04,development_oof_locked_for_risk_cap,0.1,False,41,0.03957528958,73,68,13,6,4,7,0.1780821918,0.3170731707,0.1463414634,0.005791505792,0.8185328185,0.8252895753,h100_gpu_forward_only_batch16_component_v0_1,True,1.255644488,False,False,True,entropy,13,0,6,0,7,0,41,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,margin,0,development_oof_locked_for_risk_cap,0.15,True,0,0,73,68,0,0,0,0,0,,,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.22131902,False,False,True,entropy,29,-29,16,-16,13,-13,114,-114,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,dual_logistic_harm_screened_help,0.01,development_oof_locked_for_risk_cap,0.15,True,10,0.009652509653,73,68,0,0,0,0,0,0,0,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,29,-29,16,-16,13,-13,114,-104,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,harm_only_logistic,0.01,development_oof_locked_for_risk_cap,0.15,True,10,0.009652509653,73,68,0,0,0,0,0,0,0,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,29,-29,16,-16,13,-13,114,-104,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,help_only_logistic,0.01,development_oof_locked_for_risk_cap,0.15,False,10,0.009652509653,73,68,2,3,2,-1,0.02739726027,0.2,0.3,0.002895752896,0.8185328185,0.8175675676,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,29,-27,16,-13,13,-14,114,-104,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,entropy,0.11,development_oof_locked_for_risk_cap,0.15,True,114,0.11003861,73,68,29,16,5,13,0.397260274,0.2543859649,0.1403508772,0.01544401544,0.8185328185,0.8310810811,h100_gpu_forward_only_batch16_component_v0_1,True,1.316760567,False,False,True,entropy,29,0,16,0,13,0,114,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,dual_logistic_harm_screened_help,0.01,development_oof_locked_for_risk_cap,0.2,True,10,0.009652509653,73,68,0,0,0,0,0,0,0,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,61,-61,49,-49,12,-12,311,-301,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,harm_only_logistic,0.01,development_oof_locked_for_risk_cap,0.2,True,10,0.009652509653,73,68,0,0,0,0,0,0,0,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.229691085,False,False,True,entropy,61,-61,49,-49,12,-12,311,-301,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,margin,0.26,development_oof_locked_for_risk_cap,0.2,True,269,0.2596525097,73,68,62,41,10,21,0.8493150685,0.2304832714,0.1524163569,0.03957528958,0.8185328185,0.8388030888,h100_gpu_forward_only_batch16_component_v0_1,True,1.446527583,False,False,True,entropy,61,1,49,-8,12,9,311,-42,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,entropy,0.3,development_oof_locked_for_risk_cap,0.2,True,311,0.3001930502,73,68,61,49,11,12,0.8356164384,0.1961414791,0.1575562701,0.0472972973,0.8185328185,0.8301158301,h100_gpu_forward_only_batch16_component_v0_1,True,1.481690258,False,False,True,entropy,61,0,49,0,12,0,311,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,locked_introduced_risk_cap,help_only_logistic,0.3,development_oof_locked_for_risk_cap,0.2,True,311,0.3001930502,73,68,63,50,13,13,0.8630136986,0.2025723473,0.1607717042,0.04826254826,0.8185328185,0.8310810811,h100_gpu_forward_only_batch16_component_v0_1,True,1.481690258,False,False,True,entropy,61,2,49,1,12,1,311,0,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,reference_endpoint,scout_only,0,fixed_grid,,,0,0,73,68,0,0,0,0,0,,,0,0.8185328185,0.8185328185,h100_gpu_forward_only_batch16_component_v0_1,True,1.22131902,False,False,True,,,,,,,,,,,,,,,,,
policy_performance,aptos_dr_5class,APTOS2019,aptos_task_adaptation,aptos_dr_5class::ret_clip__to__keepfit_cfp,ret_clip,keepfit_cfp,retrospective_frozen,retrospective_evaluation,aptos_exact_duplicate_excluded_image_sensitivity,,,1036,,,,,,False,False,False,True,reference_endpoint,always_expert,1,fixed_grid,,,1036,1,73,68,73,68,18,5,1,0.07046332046,0.06563706564,0.06563706564,0.8185328185,0.8233590734,h100_gpu_forward_only_batch16_component_v0_1,True,2.088665009,False,False,True,,,,,,,,,,,,,,,,,
