record_type,task_id,dataset_id,evaluation_design,route_id,scout_id,expert_id,benchmark_split,analysis_split,cohort,comparison_axis,policy,requested_budget,budget_source,risk_cap,risk_cap_met,n_cases,selected_n,realized_budget,corrected_total,introduced_total,corrected_selected,introduced_selected,dangerous_introduced_selected,net_selected,corrected_capture_rate,help_rate_among_consulted,harm_rate_among_consulted,introduced_burden_per_case,scout_accuracy,final_accuracy,cost_protocol_id,cost_comparable,estimated_component_cost_ms_per_case,formal_v1_1_route,policy_may_grant_eligibility,safety_eligibility_gate_required,dataset_id_used_as_predictor,current_case_expert_output_used_for_ranking,test_used_for_fit_threshold_budget_or_route_selection,retrospective_only,comparison_status,route_selected_from_development_only,v1_1_unavailable_reason,locked_comparator_policy,comparator_corrected_selected,comparator_introduced_selected,comparator_net_selected,delta_corrected_selected,delta_introduced_selected,delta_net_selected,corrected_difference_ci_lower,corrected_difference_ci_upper,introduced_difference_ci_lower,introduced_difference_ci_upper,net_difference_ci_lower,net_difference_ci_upper,bootstrap_replicates,bootstrap_group_count,study_decision,source_commit_sha,protocol_sha256,generated_at_utc
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,development,development_oof,deepdrid_patient_grouped_high_quality_route,same_budget,margin,0.3,fixed_grid,,,235,70,0.2978723404,30,18,15,12,4,3,0.5,0.2142857143,0.1714285714,0.05106382979,0.6042553191,0.6170212766,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,False,available,True,,margin,15,12,3,0,0,0,,,,,,,,,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_availability,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,frozen_v1_1_availability,consultation_policy_baseline_v1_1,,,,,,,,,,,,,,,,,,,,,,,,False,True,,False,False,,not_applicable_no_frozen_route_identity,True,not_a_frozen_single_scout_v1_1_route,,,,,,,,,,,,,,,,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,reference_endpoint,scout_only,0,fixed_grid,,,400,0,0,53,49,0,0,0,0,0,,,0,0.6375,0.6375,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,True,available,True,,,,,,,,,,,,,,,,,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,reference_endpoint,always_expert,1,fixed_grid,,,400,400,1,53,49,53,49,15,4,1,0.1325,0.1225,0.1225,0.6375,0.6475,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,True,available,True,,,,,,,,,,,,,,,,,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,same_budget,dual_logistic_harm_screened_help,0.1,fixed_grid,,,400,40,0.1,53,49,0,0,0,0,0,0,0,0,0.6375,0.6375,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,True,available,True,,entropy,7,9,-2,-7,-9,2,-13,-2.975,-15,-4,-5,9,1000,100,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,same_budget,entropy,0.1,fixed_grid,,,400,40,0.1,53,49,7,9,2,-2,0.1320754717,0.175,0.225,0.0225,0.6375,0.6325,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,True,available,True,,entropy,7,9,-2,0,0,0,,,,,,,,,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,same_budget,margin,0.1,fixed_grid,,,400,40,0.1,53,49,10,5,4,5,0.1886792453,0.25,0.125,0.0125,0.6375,0.65,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,True,available,True,,entropy,7,9,-2,3,-4,7,,,,,,,,,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,same_budget,dual_logistic_harm_screened_help,0.2,fixed_grid,,,400,80,0.2,53,49,9,9,2,0,0.1698113208,0.1125,0.1125,0.0225,0.6375,0.6375,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,True,available,True,,margin,17,12,5,-8,-3,-5,-18.025,1,-12,6,-19,7,1000,100,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,same_budget,entropy,0.2,fixed_grid,,,400,80,0.2,53,49,13,16,5,-3,0.2452830189,0.1625,0.2,0.04,0.6375,0.63,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,True,available,True,,margin,17,12,5,-4,4,-8,,,,,,,,,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,same_budget,margin,0.2,fixed_grid,,,400,80,0.2,53,49,17,12,7,5,0.320754717,0.2125,0.15,0.03,0.6375,0.65,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,True,available,True,,margin,17,12,5,0,0,0,,,,,,,,,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,same_budget,dual_logistic_harm_screened_help,0.3,fixed_grid,,,400,120,0.3,53,49,16,13,0,3,0.3018867925,0.1333333333,0.1083333333,0.0325,0.6375,0.645,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,True,available,True,,margin,29,21,8,-13,-8,-5,-26.025,2,-18,2.025,-23.025,13,1000,100,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,same_budget,entropy,0.3,fixed_grid,,,400,120,0.3,53,49,22,21,6,1,0.4150943396,0.1833333333,0.175,0.0525,0.6375,0.64,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,True,available,True,,margin,29,21,8,-7,0,-7,,,,,,,,,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
policy_performance,deepdrid_dr_5class_native,DeepDRiD_v1.1,deepdrid_native_adaptation,deepdrid_dr_5class_native::retfound_green__to__retizero,retfound_green,retizero,retrospective_frozen,retrospective_evaluation,deepdrid_patient_grouped_high_quality_route,same_budget,margin,0.3,fixed_grid,,,400,120,0.3,53,49,29,21,10,8,0.5471698113,0.2416666667,0.175,0.0525,0.6375,0.6575,h100_gpu_forward_only_batch16_component_v0_1,False,,False,False,True,False,False,False,True,available,True,,margin,29,21,8,0,0,0,,,,,,,,,NO_IMPROVEMENT,d7d36b66f232e032ca5cf498696194aed4c629b9,2966baf37c6c751dbbd292d71e73d5c3aeadf40ac13e3be3a75065ef2b48c933,2026-07-30T10:49:45+08:00
